VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,5,Mayor,TIMOTHY M. KELLER,20
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,5,Mayor,DAN LEWIS,23
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,5,City Council District 5,CYNTHIA D. BORREGO,23
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,5,City Council District 5,ROBERT J. ARAGON,20
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,6,Mayor,TIMOTHY M. KELLER,6
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,6,Mayor,DAN LEWIS,1
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,7,Mayor,TIMOTHY M. KELLER,12
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,7,Mayor,DAN LEWIS,8
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,8,Mayor,TIMOTHY M. KELLER,10
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,8,Mayor,DAN LEWIS,6
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,9,Mayor,TIMOTHY M. KELLER,2
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1330-130-A,9,Mayor,DAN LEWIS,5
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,1,Mayor,TIMOTHY M. KELLER,8
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,1,Mayor,DAN LEWIS,6
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,2,Mayor,TIMOTHY M. KELLER,24
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,2,Mayor,DAN LEWIS,3
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,3,Mayor,TIMOTHY M. KELLER,3
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,3,Mayor,DAN LEWIS,3
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,4,Mayor,TIMOTHY M. KELLER,27
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,4,Mayor,DAN LEWIS,40
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,5,Mayor,TIMOTHY M. KELLER,15
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,5,Mayor,DAN LEWIS,17
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,5,City Council District 5,CYNTHIA D. BORREGO,12
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,5,City Council District 5,ROBERT J. ARAGON,18
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,6,Mayor,TIMOTHY M. KELLER,12
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,6,Mayor,DAN LEWIS,2
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,7,Mayor,TIMOTHY M. KELLER,9
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,7,Mayor,DAN LEWIS,7
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,8,Mayor,TIMOTHY M. KELLER,5
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,8,Mayor,DAN LEWIS,4
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,9,Mayor,TIMOTHY M. KELLER,3
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1331-131-B,9,Mayor,DAN LEWIS,8
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,4,Mayor,TIMOTHY M. KELLER,0
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,4,Mayor,DAN LEWIS,4
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,5,Mayor,TIMOTHY M. KELLER,0
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,5,Mayor,DAN LEWIS,1
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC20,ALBUQUERQUE INTERNATIONAL BALLOON MUSEUM,VCC-1332-132-C,5,City Council District 5,ROBERT J. ARAGON,0
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,1,Mayor,TIMOTHY M. KELLER,2
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,1,Mayor,DAN LEWIS,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,2,Mayor,TIMOTHY M. KELLER,6
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,2,Mayor,DAN LEWIS,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,4,Mayor,TIMOTHY M. KELLER,102
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,4,Mayor,DAN LEWIS,114
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,5,Mayor,TIMOTHY M. KELLER,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,5,Mayor,DAN LEWIS,5
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,5,City Council District 5,ROBERT J. ARAGON,5
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,6,Mayor,TIMOTHY M. KELLER,5
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,6,Mayor,DAN LEWIS,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,7,Mayor,TIMOTHY M. KELLER,8
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,7,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,8,Mayor,TIMOTHY M. KELLER,37
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,8,Mayor,DAN LEWIS,29
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,9,Mayor,TIMOTHY M. KELLER,1
VCC21,CHERRY HILLS LIBRARY,VCC-1334-134-A,9,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,1,Mayor,TIMOTHY M. KELLER,1
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,1,Mayor,DAN LEWIS,3
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,2,Mayor,TIMOTHY M. KELLER,4
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,2,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,4,Mayor,TIMOTHY M. KELLER,110
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,4,Mayor,DAN LEWIS,96
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,5,Mayor,TIMOTHY M. KELLER,5
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,5,Mayor,DAN LEWIS,4
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,5,City Council District 5,ROBERT J. ARAGON,4
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,6,Mayor,TIMOTHY M. KELLER,9
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,6,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,7,Mayor,TIMOTHY M. KELLER,10
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,7,Mayor,DAN LEWIS,10
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,8,Mayor,TIMOTHY M. KELLER,19
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,8,Mayor,DAN LEWIS,20
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,9,Mayor,TIMOTHY M. KELLER,7
VCC21,CHERRY HILLS LIBRARY,VCC-1335-135-B,9,Mayor,DAN LEWIS,0
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,1,Mayor,TIMOTHY M. KELLER,2
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,1,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,2,Mayor,TIMOTHY M. KELLER,10
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,2,Mayor,DAN LEWIS,0
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,3,Mayor,TIMOTHY M. KELLER,1
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,3,Mayor,DAN LEWIS,1
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,4,Mayor,TIMOTHY M. KELLER,104
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,4,Mayor,DAN LEWIS,118
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,5,Mayor,TIMOTHY M. KELLER,5
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,5,Mayor,DAN LEWIS,3
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,5,City Council District 5,ROBERT J. ARAGON,1
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,6,Mayor,TIMOTHY M. KELLER,6
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,6,Mayor,DAN LEWIS,2
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,7,Mayor,TIMOTHY M. KELLER,8
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,7,Mayor,DAN LEWIS,8
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,8,Mayor,TIMOTHY M. KELLER,43
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,8,Mayor,DAN LEWIS,34
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,9,Mayor,TIMOTHY M. KELLER,2
VCC21,CHERRY HILLS LIBRARY,VCC-1336-136-C,9,Mayor,DAN LEWIS,2
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,1,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,1,Mayor,DAN LEWIS,2
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,2,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,2,Mayor,DAN LEWIS,3
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,4,Mayor,TIMOTHY M. KELLER,25
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,4,Mayor,DAN LEWIS,67
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,5,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,5,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,5,City Council District 5,CYNTHIA D. BORREGO,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,5,City Council District 5,ROBERT J. ARAGON,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,6,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,6,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,7,Mayor,TIMOTHY M. KELLER,1
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,7,Mayor,DAN LEWIS,6
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,8,Mayor,TIMOTHY M. KELLER,33
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,8,Mayor,DAN LEWIS,72
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,9,Mayor,TIMOTHY M. KELLER,4
VCC22,HOFFMANTOWN CHURCH,VCC-1338-138-A,9,Mayor,DAN LEWIS,2
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,1,Mayor,TIMOTHY M. KELLER,3
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,1,Mayor,DAN LEWIS,0
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,2,Mayor,TIMOTHY M. KELLER,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,2,Mayor,DAN LEWIS,3
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,3,Mayor,TIMOTHY M. KELLER,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,3,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,4,Mayor,TIMOTHY M. KELLER,35
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,4,Mayor,DAN LEWIS,62
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,5,Mayor,TIMOTHY M. KELLER,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,5,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,5,City Council District 5,ROBERT J. ARAGON,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,6,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,6,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,7,Mayor,TIMOTHY M. KELLER,4
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,7,Mayor,DAN LEWIS,4
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,8,Mayor,TIMOTHY M. KELLER,33
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,8,Mayor,DAN LEWIS,58
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,9,Mayor,TIMOTHY M. KELLER,5
VCC22,HOFFMANTOWN CHURCH,VCC-1339-139-B,9,Mayor,DAN LEWIS,6
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,1,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,1,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,2,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,2,Mayor,DAN LEWIS,2
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,3,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,3,Mayor,DAN LEWIS,2
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,4,Mayor,TIMOTHY M. KELLER,33
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,4,Mayor,DAN LEWIS,58
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,5,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,5,Mayor,DAN LEWIS,5
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,5,City Council District 5,CYNTHIA D. BORREGO,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,5,City Council District 5,ROBERT J. ARAGON,4
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,6,Mayor,TIMOTHY M. KELLER,1
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,6,Mayor,DAN LEWIS,1
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,7,Mayor,TIMOTHY M. KELLER,3
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,7,Mayor,DAN LEWIS,5
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,8,Mayor,TIMOTHY M. KELLER,37
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,8,Mayor,DAN LEWIS,62
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,9,Mayor,TIMOTHY M. KELLER,0
VCC22,HOFFMANTOWN CHURCH,VCC-1340-140-C,9,Mayor,DAN LEWIS,5
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,1,Mayor,TIMOTHY M. KELLER,5
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,1,Mayor,DAN LEWIS,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,2,Mayor,TIMOTHY M. KELLER,10
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,2,Mayor,DAN LEWIS,1
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,3,Mayor,TIMOTHY M. KELLER,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,3,Mayor,DAN LEWIS,0
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,4,Mayor,TIMOTHY M. KELLER,134
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,4,Mayor,DAN LEWIS,171
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,5,Mayor,TIMOTHY M. KELLER,10
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,5,Mayor,DAN LEWIS,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,5,City Council District 5,CYNTHIA D. BORREGO,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,5,City Council District 5,ROBERT J. ARAGON,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,6,Mayor,TIMOTHY M. KELLER,11
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,6,Mayor,DAN LEWIS,0
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,7,Mayor,TIMOTHY M. KELLER,7
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,7,Mayor,DAN LEWIS,6
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,8,Mayor,TIMOTHY M. KELLER,12
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,8,Mayor,DAN LEWIS,23
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,9,Mayor,TIMOTHY M. KELLER,6
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1342-142-A,9,Mayor,DAN LEWIS,6
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,1,Mayor,TIMOTHY M. KELLER,4
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,1,Mayor,DAN LEWIS,0
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,2,Mayor,TIMOTHY M. KELLER,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,2,Mayor,DAN LEWIS,6
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,3,Mayor,TIMOTHY M. KELLER,3
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,3,Mayor,DAN LEWIS,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,4,Mayor,TIMOTHY M. KELLER,145
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,4,Mayor,DAN LEWIS,173
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,5,Mayor,TIMOTHY M. KELLER,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,5,Mayor,DAN LEWIS,5
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,5,City Council District 5,CYNTHIA D. BORREGO,11
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,5,City Council District 5,ROBERT J. ARAGON,3
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,6,Mayor,TIMOTHY M. KELLER,3
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,6,Mayor,DAN LEWIS,1
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,7,Mayor,TIMOTHY M. KELLER,5
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,7,Mayor,DAN LEWIS,4
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,8,Mayor,TIMOTHY M. KELLER,18
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,8,Mayor,DAN LEWIS,14
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,9,Mayor,TIMOTHY M. KELLER,8
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1343-143-B,9,Mayor,DAN LEWIS,4
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,1,Mayor,TIMOTHY M. KELLER,8
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,1,Mayor,DAN LEWIS,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,2,Mayor,TIMOTHY M. KELLER,13
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,2,Mayor,DAN LEWIS,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,3,Mayor,TIMOTHY M. KELLER,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,3,Mayor,DAN LEWIS,1
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,4,Mayor,TIMOTHY M. KELLER,144
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,4,Mayor,DAN LEWIS,149
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,5,Mayor,TIMOTHY M. KELLER,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,5,Mayor,DAN LEWIS,10
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,5,City Council District 5,CYNTHIA D. BORREGO,8
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,5,City Council District 5,ROBERT J. ARAGON,9
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,6,Mayor,TIMOTHY M. KELLER,4
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,6,Mayor,DAN LEWIS,2
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,7,Mayor,TIMOTHY M. KELLER,3
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,7,Mayor,DAN LEWIS,12
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,8,Mayor,TIMOTHY M. KELLER,24
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,8,Mayor,DAN LEWIS,22
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,9,Mayor,TIMOTHY M. KELLER,4
VCC23,NORTH DOMINGO BACA MULTIGENERATIONAL CENTER,VCC-1344-144-C,9,Mayor,DAN LEWIS,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1346-146-A,5,Mayor,TIMOTHY M. KELLER,1
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1346-146-A,5,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1346-146-A,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1346-146-A,5,City Council District 5,ROBERT J. ARAGON,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,1,Mayor,TIMOTHY M. KELLER,9
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,1,Mayor,DAN LEWIS,4
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,2,Mayor,TIMOTHY M. KELLER,7
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,2,Mayor,DAN LEWIS,3
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,3,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,3,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,4,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,4,Mayor,DAN LEWIS,5
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,5,Mayor,TIMOTHY M. KELLER,173
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,5,Mayor,DAN LEWIS,209
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,5,City Council District 5,CYNTHIA D. BORREGO,194
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,5,City Council District 5,ROBERT J. ARAGON,178
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,6,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,6,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,7,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,7,Mayor,DAN LEWIS,1
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,8,Mayor,TIMOTHY M. KELLER,4
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,8,Mayor,DAN LEWIS,1
