VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,3,Mayor,DAN LEWIS,6
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,4,Mayor,TIMOTHY M. KELLER,8
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,4,Mayor,DAN LEWIS,3
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,5,Mayor,TIMOTHY M. KELLER,7
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,5,Mayor,DAN LEWIS,3
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,5,City Council District 5,ROBERT J. ARAGON,4
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,6,Mayor,TIMOTHY M. KELLER,23
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,6,Mayor,DAN LEWIS,5
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,7,Mayor,TIMOTHY M. KELLER,11
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,7,Mayor,DAN LEWIS,4
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,8,Mayor,TIMOTHY M. KELLER,6
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,8,Mayor,DAN LEWIS,1
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,9,Mayor,TIMOTHY M. KELLER,6
VCC08,BARELAS SENIOR CENTER,VCC-1283-083-B,9,Mayor,DAN LEWIS,4
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,1,Mayor,TIMOTHY M. KELLER,2
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,1,Mayor,DAN LEWIS,1
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,2,Mayor,TIMOTHY M. KELLER,13
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,2,Mayor,DAN LEWIS,2
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,3,Mayor,TIMOTHY M. KELLER,1
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,3,Mayor,DAN LEWIS,0
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,5,Mayor,TIMOTHY M. KELLER,2
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,5,Mayor,DAN LEWIS,0
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,5,City Council District 5,CYNTHIA D. BORREGO,2
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,5,City Council District 5,ROBERT J. ARAGON,0
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,7,Mayor,TIMOTHY M. KELLER,1
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,7,Mayor,DAN LEWIS,1
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,8,Mayor,TIMOTHY M. KELLER,1
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,8,Mayor,DAN LEWIS,0
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,9,Mayor,TIMOTHY M. KELLER,0
VCC08,BARELAS SENIOR CENTER,VCC-1284-084-C,9,Mayor,DAN LEWIS,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,1,Mayor,TIMOTHY M. KELLER,8
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,1,Mayor,DAN LEWIS,4
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,2,Mayor,TIMOTHY M. KELLER,132
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,2,Mayor,DAN LEWIS,31
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,3,Mayor,TIMOTHY M. KELLER,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,3,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,4,Mayor,TIMOTHY M. KELLER,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,4,Mayor,DAN LEWIS,7
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,5,Mayor,TIMOTHY M. KELLER,4
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,5,Mayor,DAN LEWIS,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,5,City Council District 5,CYNTHIA D. BORREGO,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,5,City Council District 5,ROBERT J. ARAGON,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,6,Mayor,TIMOTHY M. KELLER,13
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,6,Mayor,DAN LEWIS,0
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,7,Mayor,TIMOTHY M. KELLER,12
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,7,Mayor,DAN LEWIS,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,8,Mayor,TIMOTHY M. KELLER,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,8,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,9,Mayor,TIMOTHY M. KELLER,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1286-086-A,9,Mayor,DAN LEWIS,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,1,Mayor,TIMOTHY M. KELLER,16
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,1,Mayor,DAN LEWIS,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,2,Mayor,TIMOTHY M. KELLER,119
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,2,Mayor,DAN LEWIS,41
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,3,Mayor,TIMOTHY M. KELLER,6
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,3,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,4,Mayor,TIMOTHY M. KELLER,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,4,Mayor,DAN LEWIS,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,5,Mayor,TIMOTHY M. KELLER,7
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,5,Mayor,DAN LEWIS,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,5,City Council District 5,CYNTHIA D. BORREGO,9
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,5,City Council District 5,ROBERT J. ARAGON,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,6,Mayor,TIMOTHY M. KELLER,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,6,Mayor,DAN LEWIS,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,7,Mayor,TIMOTHY M. KELLER,14
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,7,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,8,Mayor,TIMOTHY M. KELLER,7
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,8,Mayor,DAN LEWIS,6
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,9,Mayor,TIMOTHY M. KELLER,1
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1287-087-B,9,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,1,Mayor,TIMOTHY M. KELLER,11
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,1,Mayor,DAN LEWIS,10
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,2,Mayor,TIMOTHY M. KELLER,119
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,2,Mayor,DAN LEWIS,43
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,3,Mayor,TIMOTHY M. KELLER,6
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,3,Mayor,DAN LEWIS,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,4,Mayor,TIMOTHY M. KELLER,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,4,Mayor,DAN LEWIS,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,5,Mayor,TIMOTHY M. KELLER,4
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,5,Mayor,DAN LEWIS,6
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,5,City Council District 5,ROBERT J. ARAGON,5
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,6,Mayor,TIMOTHY M. KELLER,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,6,Mayor,DAN LEWIS,4
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,7,Mayor,TIMOTHY M. KELLER,8
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,7,Mayor,DAN LEWIS,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,8,Mayor,TIMOTHY M. KELLER,8
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,8,Mayor,DAN LEWIS,2
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,9,Mayor,TIMOTHY M. KELLER,3
VCC09,CITY OF ALBUQUERQUE RECORDS CENTER,VCC-1288-088-C,9,Mayor,DAN LEWIS,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,1,Mayor,TIMOTHY M. KELLER,7
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,1,Mayor,DAN LEWIS,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,2,Mayor,TIMOTHY M. KELLER,78
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,2,Mayor,DAN LEWIS,25
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,3,Mayor,TIMOTHY M. KELLER,8
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,3,Mayor,DAN LEWIS,3
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,4,Mayor,TIMOTHY M. KELLER,1
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,4,Mayor,DAN LEWIS,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,5,Mayor,TIMOTHY M. KELLER,3
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,5,Mayor,DAN LEWIS,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,5,City Council District 5,ROBERT J. ARAGON,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,6,Mayor,TIMOTHY M. KELLER,9
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,6,Mayor,DAN LEWIS,3
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,7,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,7,Mayor,DAN LEWIS,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,8,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,8,Mayor,DAN LEWIS,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,9,Mayor,TIMOTHY M. KELLER,5
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1291-091-B,9,Mayor,DAN LEWIS,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,1,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,1,Mayor,DAN LEWIS,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,2,Mayor,TIMOTHY M. KELLER,90
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,2,Mayor,DAN LEWIS,30
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,3,Mayor,TIMOTHY M. KELLER,5
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,3,Mayor,DAN LEWIS,4
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,4,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,4,Mayor,DAN LEWIS,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,5,Mayor,TIMOTHY M. KELLER,1
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,5,Mayor,DAN LEWIS,1
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,5,City Council District 5,CYNTHIA D. BORREGO,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,5,City Council District 5,ROBERT J. ARAGON,0
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,6,Mayor,TIMOTHY M. KELLER,6
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,6,Mayor,DAN LEWIS,1
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,7,Mayor,TIMOTHY M. KELLER,4
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,7,Mayor,DAN LEWIS,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,8,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,8,Mayor,DAN LEWIS,3
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,9,Mayor,TIMOTHY M. KELLER,2
VCC10,HERMAN SANCHEZ COMMUNITY CENTER,VCC-1292-092-C,9,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,1,Mayor,TIMOTHY M. KELLER,5
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,1,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,2,Mayor,TIMOTHY M. KELLER,98
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,2,Mayor,DAN LEWIS,12
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,3,Mayor,TIMOTHY M. KELLER,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,3,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,4,Mayor,TIMOTHY M. KELLER,12
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,4,Mayor,DAN LEWIS,4
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,5,Mayor,TIMOTHY M. KELLER,4
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,5,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,5,City Council District 5,CYNTHIA D. BORREGO,4
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,5,City Council District 5,ROBERT J. ARAGON,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,6,Mayor,TIMOTHY M. KELLER,92
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,6,Mayor,DAN LEWIS,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,7,Mayor,TIMOTHY M. KELLER,50
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,7,Mayor,DAN LEWIS,10
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,8,Mayor,TIMOTHY M. KELLER,7
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,8,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,9,Mayor,TIMOTHY M. KELLER,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1294-094-A,9,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,1,Mayor,TIMOTHY M. KELLER,6
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,1,Mayor,DAN LEWIS,0
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,2,Mayor,TIMOTHY M. KELLER,105
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,2,Mayor,DAN LEWIS,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,3,Mayor,TIMOTHY M. KELLER,10
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,3,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,4,Mayor,TIMOTHY M. KELLER,7
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,4,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,5,Mayor,TIMOTHY M. KELLER,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,5,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,5,City Council District 5,ROBERT J. ARAGON,3
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,6,Mayor,TIMOTHY M. KELLER,68
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,6,Mayor,DAN LEWIS,7
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,7,Mayor,TIMOTHY M. KELLER,33
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,7,Mayor,DAN LEWIS,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,8,Mayor,TIMOTHY M. KELLER,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,8,Mayor,DAN LEWIS,4
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,9,Mayor,TIMOTHY M. KELLER,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1295-095-B,9,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,1,Mayor,TIMOTHY M. KELLER,7
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,1,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,2,Mayor,TIMOTHY M. KELLER,97
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,2,Mayor,DAN LEWIS,13
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,3,Mayor,TIMOTHY M. KELLER,12
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,3,Mayor,DAN LEWIS,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,4,Mayor,TIMOTHY M. KELLER,9
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,4,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,5,Mayor,TIMOTHY M. KELLER,4
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,5,Mayor,DAN LEWIS,3
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,5,City Council District 5,CYNTHIA D. BORREGO,5
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,5,City Council District 5,ROBERT J. ARAGON,2
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,6,Mayor,TIMOTHY M. KELLER,79
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,6,Mayor,DAN LEWIS,12
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,7,Mayor,TIMOTHY M. KELLER,38
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,7,Mayor,DAN LEWIS,7
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,8,Mayor,TIMOTHY M. KELLER,8
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,8,Mayor,DAN LEWIS,1
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,9,Mayor,TIMOTHY M. KELLER,3
VCC11,"JEFFERSON MIDDLE SCHOOL
JEFFERSON MIDDLE SCHOOL",VCC-1296-096-C,9,Mayor,DAN LEWIS,1
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,1,Mayor,TIMOTHY M. KELLER,3
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,1,Mayor,DAN LEWIS,4
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,2,Mayor,TIMOTHY M. KELLER,251
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,2,Mayor,DAN LEWIS,89
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,4,Mayor,TIMOTHY M. KELLER,6
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,4,Mayor,DAN LEWIS,4
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,5,Mayor,TIMOTHY M. KELLER,4
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,5,Mayor,DAN LEWIS,6
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,5,City Council District 5,ROBERT J. ARAGON,4
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,6,Mayor,TIMOTHY M. KELLER,6
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,6,Mayor,DAN LEWIS,2
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,7,Mayor,TIMOTHY M. KELLER,7
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,7,Mayor,DAN LEWIS,3
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,8,Mayor,TIMOTHY M. KELLER,3
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,8,Mayor,DAN LEWIS,1
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,9,Mayor,TIMOTHY M. KELLER,1
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1298-098-A,9,Mayor,DAN LEWIS,3
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,1,Mayor,TIMOTHY M. KELLER,14
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,1,Mayor,DAN LEWIS,4
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,2,Mayor,TIMOTHY M. KELLER,246
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,2,Mayor,DAN LEWIS,89
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,3,Mayor,TIMOTHY M. KELLER,3
VCC12,LOS GRIEGOS MULTI-SERVICE CENTER,VCC-1299-099-B,3,Mayor,DAN LEWIS,0
